loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation,batteryState,batteryLevel,state
2016-12-15 12:00:36.390,1,C459395D-E9AD-4ED5-9FE9-082D0A8DE123,my_iOS_device_1,1481821236.108248,40.8105663350232,-73.96010208881829,60,0.5624008,340.6640625,16,50,1481821236.326427,-7.2388916015625,15.15814208984375,-21.49517822265625,24.88141250610352,37.85292434692383,10,66603.03301537501,0.12353515625,0.292724609375,-0.9839935302734375,66602.98862441667,-0.189186969097594,0.6335335327645518,0.1574689868308592,66602.98862441667,-2.716024467866174,0.03971312466890576,-0.2409319175449692,-0.1815148741006851,0.6421836018562317,0.154362216591835,-0.01432495843619108,0.005838070996105671,-0.06912413984537125,XArbitraryCorrectedZVertical,-0.00610694786960087,0.1216039989181298,-0.9706755587239644,0.2072779108607256,0.03855591639876366,0.2386077344417572,-0.9703503251075745,-6.994755268096924,13.4257173538208,-25.31927871704102,2,172.17.4.151,0.0.0.0,1,1,0.92,0
2016-12-15 12:00:36.395,2,C459395D-E9AD-4ED5-9FE9-082D0A8DE123,my_iOS_device_1,1481821236.108248,40.8105663350232,-73.96010208881829,60,0.5624008,340.6640625,16,50,1481821236.326427,-7.2388916015625,15.15814208984375,-21.49517822265625,24.88141250610352,37.85292434692383,10,66603.06623979167,0.0486907958984375,0.224822998046875,-0.955780029296875,66603.02173925001,-0.1074929047627593,-0.04566575584380671,0.02289679378806526,66603.02173925001,-2.712443697530699,0.04570813065167242,-0.2432830303027844,-0.09970354288816452,-0.03695718571543694,0.01994099654257298,0.01751244254410267,0.0364077016711235,0.004313458222895861,XArbitraryCorrectedZVertical,-0.003667732203179578,0.1233580508766053,-0.9701845068071937,0.2085937721403074,0.04434669017791748,0.2408902645111084,-0.969538688659668,-6.273763179779053,13.63975238800049,-25.39369201660156,2,172.17.4.151,0.0.0.0,1,1,0.92,0
2016-12-15 12:00:36.509,3,C459395D-E9AD-4ED5-9FE9-082D0A8DE123,my_iOS_device_1,1481821236.108248,40.8105663350232,-73.96010208881829,60,0.5624008,340.6640625,16,50,1481821236.431343,-6.53753662109375,14.67144775390625,-22.00091552734375,26.98527908325195,39.95679092407227,10,66603.09859445834,0.01336669921875,0.231964111328125,-0.9534759521484375,66603.08797120834,-0.09604317628818161,0.1524934029662642,0.1128898007118049,66603.05485650001,-2.710712262853511,0.04092500696744172,-0.2455899585076219,-0.06663618981838226,-0.1994755864143372,0.09553750604391098,0.0605032742023468,0.02303043380379677,-0.01174464263021946,XArbitraryCorrectedZVertical,-0.00634183933008422,0.1239711480024808,-0.9698594227670444,0.2096750714960257,0.0396859347820282,0.243128627538681,-0.9691818952560425,-6.225852489471436,13.67537879943848,-25.38631820678711,2,172.17.4.151,0.0.0.0,1,1,0.92,0
2016-12-15 12:00:36.516,4,C459395D-E9AD-4ED5-9FE9-082D0A8DE123,my_iOS_device_1,1481821236.108248,40.8105663350232,-73.96010208881829,60,0.5624008,340.6640625,16,50,1481821236.431343,-6.53753662109375,14.67144775390625,-22.00091552734375,26.98527908325195,39.95679092407227,10,66603.13167545834,0.0355224609375,0.2436370849609375,-0.9785003662109375,66603.08797120834,-0.09604317628818161,0.1524934029662642,0.1128898007118049,66603.08797120834,-2.706781882510995,0.04161858568701179,-0.2481116881771118,-0.0882539376616478,0.1612018495798111,0.1099340468645096,-0.0261875931173563,-0.01933184452354908,0.02194421924650669,XArbitraryCorrectedZVertical,-0.006522251127317588,0.125252669488118,-0.9693017991527527,0.2114787251370668,0.04033248871564865,0.2455739080905914,-0.9685384631156921,-6.354564666748047,13.80876064300537,-25.28201103210449,2,172.17.4.151,0.0.0.0,1,1,0.92,0
2016-12-15 12:00:36.520,5,C459395D-E9AD-4ED5-9FE9-082D0A8DE123,my_iOS_device_1,1481821236.108248,40.8105663350232,-73.96010208881829,60,0.5624008,340.6640625,16,50,1481821236.48065,-6.42962646484375,14.13067626953125,-22.11328125,28.37657928466797,41.34809112548828,10,66603.16526479166,0.07049560546875,0.2576751708984375,-0.992767333984375,66603.121087625,-0.165696823018659,0.2573958509367034,0.05145147331200386,66603.121087625,-2.703849085078053,0.04986867944092318,-0.2519360298001265,-0.1579063087701797,0.2661007642745972,0.04849487915635109,-0.02875840105116367,-0.01362259965389967,-0.005535376258194447,XArbitraryCorrectedZVertical,-0.003126357867253831,0.1279702438865304,-0.9687876718797218,0.2122835117949711,0.04827439039945602,0.2492793351411819,-0.9672276973724365,-6.262451171875,13.86484718322754,-25.2742977142334,2,172.17.4.151,0.0.0.0,1,1,0.92,0
2016-12-15 12:00:36.525,6,C459395D-E9AD-4ED5-9FE9-082D0A8DE123,my_iOS_device_1,1481821236.108248,40.8105663350232,-73.96010208881829,60,0.5624008,340.6640625,16,50,1481821236.48065,-6.42962646484375,14.13067626953125,-22.11328125,28.37657928466797,41.34809112548828,10,66603.19733675,0.100128173828125,0.2581939697265625,-0.995269775390625,66603.187322875,-0.09027689989594205,0.1402945272770472,-0.009833988641226594,66603.15420666667,-2.703991686694433,0.05763858081357034,-0.2569120614844345,-0.1297844350337982,0.2351919561624527,-0.03301875665783882,0.004800381604582071,-0.0004483275406528264,-0.02435612119734287,XArbitraryCorrectedZVertical,0.0001021934917854318,0.1312000386904534,-0.9685150416187046,0.2115777719006934,0.05571597442030907,0.2540951669216156,-0.9655730724334717,-6.001203060150146,14.00728225708008,-25.2591381072998,2,172.17.4.151,0.0.0.0,1,1,0.92,0
2016-12-15 12:00:36.565,7,C459395D-E9AD-4ED5-9FE9-082D0A8DE123,my_iOS_device_1,1481821236.108248,40.8105663350232,-73.96010208881829,60,0.5624008,340.6640625,16,50,1481821236.532419,-6.75335693359375,14.88775634765625,-22.56292724609375,29.13847351074219,42.1099853515625,10,66603.23007404167,0.0819244384765625,0.277099609375,-1.004547119140625,66603.187322875,-0.09027689989594205,0.1402945272770472,-0.009833988641226594,66603.187322875,-2.70449470933122,0.06490548154338084,-0.2599038230769284,-0.08248420804738998,0.1490016281604767,-0.01278994232416153,0.03332672268152237,-0.004653011448681355,-0.02698373049497604,XArbitraryCorrectedZVertical,0.003326868554507609,0.1334130212768623,-0.9683837234657174,0.2107673167882133,0.06268157809972763,0.256987601518631,-0.9643797874450684,-5.902056694030762,14.07382011413574,-25.24551010131836,2,172.17.4.151,0.0.0.0,1,1,0.92,0
2016-12-15 12:00:36.650,8,C459395D-E9AD-4ED5-9FE9-082D0A8DE123,my_iOS_device_1,1481821236.108248,40.8105663350232,-73.96010208881829,60,0.5624008,340.6640625,16,50,1481821236.585421,-6.59149169921875,14.83370971679688,-22.281982421875,29.89240264892578,42.86391448974609,10,66603.26333270833,0.0580596923828125,0.27294921875,-0.9922332763671875,66603.22043570834,-0.06807998484234962,-0.04644473046265489,0.05188929699521289,66603.22043570834,-2.703551910004345,0.06689121192403177,-0.2621573147954901,-0.06028734520077705,-0.03773768618702888,0.04893336445093155,0.02110526151955128,0.008260777220129967,-0.04449030011892319,XArbitraryCorrectedZVertical,0.003977970759658544,0.1347130250492158,-0.9681456017933302,0.2110229142983882,0.06455758213996887,0.2591647505760193,-0.9636731743812561,-5.650083541870117,14.1973352432251,-25.23399925231934,2,172.17.4.151,0.0.0.0,1,1,0.92,0
2016-12-15 12:00:36.654,9,C459395D-E9AD-4ED5-9FE9-082D0A8DE123,my_iOS_device_1,1481821236.108248,40.8105663350232,-73.96010208881829,60,0.5624008,340.6640625,16,50,1481821236.585421,-6.59149169921875,14.83370971679688,-22.281982421875,29.89240264892578,42.86391448974609,10,66603.29657758334,0.0461273193359375,0.2718658447265625,-0.985595703125,66603.28666825,-0.03614415599844641,-0.1512294667129126,0.02582813519991548,66603.25355070834,-2.701997239605078,0.06343545804069975,-0.2630678004934958,-0.02494218945503235,-0.155595675110817,0.0351395420730114,0.004919591825455427,0.0177574846893549,-0.03820696845650673,XArbitraryCorrectedZVertical,0.002100496520613154,0.1347897859478112,-0.9679315005187473,0.2119809232503376,0.06121199950575829,0.2600440382957458,-0.9636545777320862,-5.647924423217773,14.22790145874023,-25.21726226806641,2,172.17.4.151,0.0.0.0,1,1,0.92,0
2016-12-15 12:00:36.660,10,C459395D-E9AD-4ED5-9FE9-082D0A8DE123,my_iOS_device_1,1481821236.108248,40.8105663350232,-73.96010208881829,60,0.5624008,340.6640625,16,50,1481821236.636406,-6.42962646484375,14.45513916015625,-22.225830078125,30.51861953735352,43.49013137817383,10,66603.32925366667,0.0479278564453125,0.2691802978515625,-0.9720306396484375,66603.28666825,-0.03614415599844641,-0.1512294667129126,0.02582813519991548,66603.28666825,-2.700959704874038,0.0582272176051774,-0.263993231484995,-0.02835193648934364,-0.1425237655639648,0.02287192642688751,-0.007151729892939329,0.00805968139320612,-0.0217997282743454,XArbitraryCorrectedZVertical,-0.0005916845923975856,0.1346841100930822,-0.9677670268680357,0.2128070067098574,0.05617821961641312,0.260937511920929,-0.9637196660041809,-5.690219879150391,14.24766731262207,-25.19658470153809,2,172.17.4.151,0.0.0.0,1,1,0.92,0
