loggingTime,loggingSample,identifierForVendor,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_en0,IP_pdp_ip0,deviceOrientation,batteryState,batteryLevel,state
00:32.6,11,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821232,40.81031521,-73.96038003,59.4762,1.84,240.1171875,64,100,415040.6187,-0.063537598,0.164855957,-0.94178772,415040.5971,-0.416394291,0.586127667,0.049344114,415040.5921,1.077517685,-0.07749971,-0.154061322,-0.339004874,0.44839409,0.070138223,0.017087441,0.004018096,0.054037616,XArbitraryCorrectedZVertical,-0.046186505,-0.072607347,0.513724502,0.853628793,-0.076505169,0.153452605,-0.985189974,4.180847168,5.169423103,-25.99876785,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:32.7,12,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821232,40.81031521,-73.96038003,59.4762,1.84,240.1171875,64,100,415040.6771,-0.027542114,0.25994873,-0.973388672,415040.6321,-0.425806701,0.65004593,0.03678145,415040.662,1.080062709,-0.040987653,-0.178785328,-0.320519924,0.552688122,0.049191628,0.008813635,0.06949532,0.024112236,XArbitraryCorrectedZVertical,-0.066058914,-0.063397554,0.513571452,0.853147897,-0.040323034,0.177834392,-0.983233929,4.947887897,5.702859879,-25.75139236,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:32.8,13,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821232,40.81031521,-73.96038003,59.4762,1.84,240.1171875,64,100,415040.7356,0.031784058,0.206237793,-1.043243408,415040.702,-0.272304759,0.609418875,-0.018926553,415040.697,1.080795023,-0.02161171,-0.187920423,-0.215067968,0.507901371,0.005216608,0.026203945,0.067517161,-0.005017172,XArbitraryCorrectedZVertical,-0.074913348,-0.057491457,0.513046975,0.853150352,-0.02122958,0.186816335,-0.982165456,5.373404026,5.956737518,-25.60824585,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:32.8,14,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821232,40.81031521,-73.96038003,59.4762,1.84,240.1171875,64,100,415040.7941,0.0206604,0.235168457,-1.03717041,415040.7719,-0.225919417,0.197864613,-0.066507921,415040.7669,1.076661231,-0.002146612,-0.20061415,-0.162283331,0.105979532,-0.057281386,0.045102827,0.035347939,-0.073646747,XArbitraryCorrectedZVertical,-0.085428307,-0.052258427,0.510218292,0.854194566,-0.002103559,0.199271202,-0.979942143,6.315266132,6.460985184,-25.26878548,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:32.9,15,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821232,40.81031521,-73.96038003,59.4762,1.84,240.1171875,64,100,415040.8525,-0.009796143,0.251708984,-0.984375,415040.8418,-0.10900052,-0.008133827,-0.004306864,415040.8368,1.076884439,-0.008970775,-0.211191773,-0.05302823,-0.158566296,0.018571332,-0.004229146,0.048248194,-0.006678336,XArbitraryCorrectedZVertical,-0.088198397,-0.057877653,0.510343657,0.853475584,-0.008771342,0.209625348,-0.977742434,6.280851841,6.683034897,-25.21956253,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:32.9,16,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821232,40.81031521,-73.96038003,59.4762,1.84,240.1171875,64,100,415040.911,0.023330688,0.20401001,-0.981643677,415040.8768,-0.026067287,0.193830457,-0.029133917,415040.8718,1.077058509,-0.010204525,-0.211224229,0.036349691,0.052950948,-0.006217476,0.010877824,0.038893338,-0.00701714,XArbitraryCorrectedZVertical,-0.087892336,-0.058420047,0.510471438,0.853393782,-0.009977556,0.209657073,-0.977724075,6.171679974,6.799686909,-25.21533203,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:33.0,17,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821232,40.81031521,-73.96038003,59.4762,1.84,240.1171875,64,100,415040.9695,-0.008026123,0.222137451,-0.943328857,415040.9467,-0.063462862,0.105102451,0.0784,415040.9417,1.080609941,-0.00630878,-0.210959294,0.010702997,-0.028324796,0.093868673,-0.003428902,0.007536181,0.016980343,XArbitraryCorrectedZVertical,-0.088672589,-0.056847659,0.511820867,0.852610647,-0.006168876,0.209398016,-0.977811038,6.262645721,6.780790329,-25.19798851,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:33.1,18,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821232,40.81031521,-73.96038003,59.4762,1.84,240.1171875,64,100,415041.028,0.016235352,0.224914551,-0.948165894,415041.0166,-0.134442231,0.217792249,0.134397756,415041.0116,1.0888054,-0.000792363,-0.214433243,-0.053893246,0.084381349,0.143456891,0.019298386,0.010976456,0.042526536,XArbitraryCorrectedZVertical,-0.091337409,-0.055758896,0.514969531,0.850502678,-0.000774215,0.212793693,-0.977096856,6.321465969,6.776190758,-25.18453217,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:33.1,19,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821233,40.81028583,-73.96037626,67.77612,1.84,240.8203125,64,100,415041.0864,-0.011672974,0.237808228,-0.959487915,415041.0516,-0.166610287,0.17421308,0.148109573,415041.0466,1.094824236,0.003241875,-0.218582006,-0.093437359,0.057772521,0.171122998,-0.00382086,0.023449823,0.011051861,XArbitraryCorrectedZVertical,-0.093973621,-0.055394632,0.517222257,0.848870738,0.003164732,0.216845587,-0.976200759,6.44451189,6.8085742,-25.14458084,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:33.2,20,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821233,40.81028583,-73.96037626,67.77612,1.84,240.8203125,64,100,415041.1449,0.006027222,0.253234863,-0.989532471,415041.1215,-0.18347369,0.311984794,0.052521798,415041.1165,1.102706751,0.008658831,-0.230147725,-0.110360079,0.185982883,0.072290428,0.00069434,0.018826885,-0.005102523,XArbitraryCorrectedZVertical,-0.100057607,-0.056483375,0.519947698,0.846435169,0.008430416,0.228121355,-0.973596215,6.636356831,7.080245495,-25.0193367,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:33.2,21,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821233,40.81028583,-73.96037626,67.77612,1.84,240.8203125,64,100,415041.2034,-0.015777588,0.248214722,-1.000091553,415041.1914,-0.066348664,0.33046367,-0.095884718,415041.1864,1.104446126,0.018484461,-0.237914853,-0.009295537,0.186361924,-0.063371502,-0.047305409,0.022929229,-0.032164469,XArbitraryCorrectedZVertical,-0.105846614,-0.054440342,0.519917847,0.845883074,0.017962759,0.235676736,-0.971665502,6.850981236,7.280029297,-24.9038887,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:33.3,22,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821233,40.81028583,-73.96037626,67.77612,1.84,240.8203125,64,100,415041.2619,0.031417847,0.230422974,-1.00819397,415041.2613,-0.091394096,0.193263203,-0.083616068,415041.2563,1.098762539,0.031234889,-0.236727647,-0.010731172,0.088509373,-0.063763775,0.004950008,0.000264189,-0.039960224,XArbitraryCorrectedZVertical,-0.108795908,-0.048427508,0.516870175,0.847740202,0.03035883,0.234522805,-0.971636474,7.147450447,7.289387226,-24.81767845,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:33.3,23,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821233,40.81028583,-73.96037626,67.77612,1.84,240.8203125,64,100,415041.3203,0.051834106,0.239578247,-0.968338013,415041.2963,-0.104379403,0.205374195,-0.154069994,415041.2913,1.095610029,0.032445894,-0.237452533,-0.036602639,0.072945982,-0.122578464,0.010233365,0.018663585,-0.014899316,XArbitraryCorrectedZVertical,-0.109491076,-0.047930157,0.515439956,0.848549384,0.031529941,0.235227406,-0.971428812,7.226089478,7.303664684,-24.79069328,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:33.4,24,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821233,40.81028583,-73.96037626,67.77612,1.84,240.8203125,64,100,415041.3788,0.043655396,0.211929321,-0.953063965,415041.3662,-0.07910707,0.163102371,-0.222604847,415041.3612,1.08353208,0.033945859,-0.239491357,-0.002801095,0.03388679,-0.199645683,0.010654209,0.001408412,0.026013838,XArbitraryCorrectedZVertical,-0.111027261,-0.047152955,0.510146506,0.851586807,0.032970671,0.23720853,-0.970899105,7.264799118,7.433820724,-24.74064255,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415037.7882,0,-0.5055618,100.3799,0.0.0.0,21.117.122.86,1,1,0.97,0
00:33.5,25,CEDEEB1A-3C68-40D6-9507-F36E84055F9B,1481821233,40.81028583,-73.96037626,67.77612,1.84,240.8203125,64,100,415041.4372,0.059829712,0.199584961,-0.956237793,415041.4012,-0.140961649,0.182398838,-0.212914403,415041.3962,1.0764783,0.034955409,-0.239653726,-0.057212595,0.051086605,-0.19957675,0.027619736,-0.032318655,0.01831216,XArbitraryCorrectedZVertical,-0.11151796,-0.046371769,0.507077512,0.853396626,0.033949476,0.237366259,-0.970826805,7.258422375,7.48980999,-24.72562218,2,415036.666,unknown,2,00:31.9,null,0,0,0,0,null,415038.7951,0,-0.5617905,100.3806,0.0.0.0,21.117.122.86,1,1,0.97,0
